filename,classname,errornous_file,duplicate,parent_img,cross_duplicate,duplicate_class
Flying Birds/45633617204_f8a5fc0df2_n7.jpg,Flying Birds,0,0,,0,
Flying Birds/fb_img_0365.jpg,Flying Birds,0,0,,0,
Flying Birds/seagull-bird-animal-nature-162292.jpeg,Flying Birds,0,0,,0,
Flying Birds/45633617204_f8a5fc0df2_n6.jpg,Flying Birds,0,0,,0,
Flying Birds/ANd9GcRUfQUw86Y8eo-hJQDTGkl7jje7-pPrqZtx5Q.jpg,Flying Birds,0,0,,0,
Flying Birds/PAVXHCt7Y7DpVD7UHzIsYgHaFa.jpg,Flying Birds,0,0,,0,
Flying Birds/african-skimmers-protecting-their-nest-at-all-costs-31-1416026850.jpg,Flying Birds,0,0,,0,
Flying Birds/pexels-photo-635503.jpeg,Flying Birds,0,0,,0,
Flying Birds/Copy of 5x3mJI72IPs.jpg,Flying Birds,0,1,Flying Birds/5x3mJI72IPs.jpg,0,
Flying Birds/2227212900_8547ca9e01_n.jpg,Flying Birds,0,0,,0,
Flying Birds/image396.jpg,Flying Birds,0,0,,0,
Flying Birds/Copy of 5cpuzwOfa5U.jpg,Flying Birds,0,0,,0,
Flying Birds/23877792528_42cf372696_m.jpg,Flying Birds,0,0,,0,
Flying Birds/pexels-photo-1526894.jpg,Flying Birds,0,0,,0,
Flying Birds/flying-birds-blue-golden-sky-wallpaper-to-move-season-flock-geese-over-afternoon-as-nightfall-103887225.jpg,Flying Birds,0,0,,0,
Flying Birds/images1111111111100000000.jpg,Flying Birds,0,0,,0,
Flying Birds/zEqfG0LaP6kXRDIExNPV_QHaF7.jpg,Flying Birds,0,0,,0,
Flying Birds/brandts-cormorant-landing-on-foggy-morning-_y8a7460-la-jolla-ca.jpg,Flying Birds,0,0,,0,
Flying Birds/image519.jpg,Flying Birds,0,0,,0,
Flying Birds/flock-flying-birds-sky-clouds-sun-flock-flying-birds-sky-103476809.jpg,Flying Birds,0,0,,0,
Flying Birds/MiUxz3OO00Cu8xWzW0eUbQHaKY.jpg,Flying Birds,0,0,,0,
Flying Birds/14746836433_e5f66bed21_n.jpg,Flying Birds,0,0,,0,
Flying Birds/bird-bird-of-prey-adler-raptor-53587.jpg,Flying Birds,0,0,,0,
Flying Birds/4629235547_074ac8faf1_m.jpg,Flying Birds,0,0,,0,
Flying Birds/many-pigeons-birds-flying-cloudy-sky-190808337.jpg,Flying Birds,0,0,,0,
Flying Birds/Q7Dn96fkA1ZF2hzgZWdIygHaHa.jpg,Flying Birds,0,0,,0,
Flying Birds/medium.jpg,Flying Birds,0,0,,0,
Flying Birds/images (43).jpg,Flying Birds,0,0,,0,
Flying Birds/ANd9GcT728VBMcl9z7_B29tGVCIIWo5ByBhKTg4Ikw.jpg,Flying Birds,0,0,,0,
Flying Birds/88e3feaa76077a03c076aa000303e442.jpeg,Flying Birds,0,0,,0,
Flying Birds/22332070425_10edf23d49_n.jpg,Flying Birds,0,0,,0,
Flying Birds/images625.jpg,Flying Birds,0,0,,0,
Flying Birds/Booby flying.JPG,Flying Birds,0,0,,0,
Flying Birds/pexels-photo-2612045.jpeg,Flying Birds,0,0,,0,
Flying Birds/24851783216_5ebe00c5f1_w.jpg,Flying Birds,0,0,,0,
Flying Birds/38428458652_54e9603e1a_w.jpg,Flying Birds,0,0,,0,
Flying Birds/pexels-photo-449219.jpeg,Flying Birds,0,0,,0,
Flying Birds/15445236384_65bcabbbee_b.jpg,Flying Birds,0,0,,0,
Flying Birds/BaldEagle-400x250.jpg,Flying Birds,0,0,,0,
Flying Birds/image505.jpg,Flying Birds,0,1,Flying Birds/image495.jpg,0,
Flying Birds/images (72).jpeg,Flying Birds,0,0,,0,
Flying Birds/1ysfm2YkGYo.jpg,Flying Birds,0,1,Flying Birds/Copy of 1ysfm2YkGYo.jpg,0,
Flying Birds/image (48).jpeg,Flying Birds,0,1,Flying Birds/mfQBJd2fflN540YACavOFwHaD5(1).jpg,0,
Flying Birds/EagleImage_135.jpg,Flying Birds,0,0,,0,
Flying Birds/69.jpeg,Flying Birds,0,0,,0,
Flying Birds/000155.jpg,Flying Birds,0,0,,0,
Flying Birds/41171997380_31b2545ec7_b.jpg,Flying Birds,0,0,,0,
Flying Birds/7000350874_bf968e87a0_n.jpg,Flying Birds,0,0,,0,
Flying Birds/6IauwKfNDIs.jpg,Flying Birds,0,1,Flying Birds/Copy of 6IauwKfNDIs.jpg,0,
Flying Birds/null (9).jpeg,Flying Birds,0,0,,0,
Flying Birds/50165488-seagull-flying-ocean-waves.jpg,Flying Birds,0,0,,0,
Flying Birds/13166503275_23c0fa131d_w.jpg,Flying Birds,0,0,,0,
Flying Birds/pexels-photo-1103200.jpeg,Flying Birds,0,0,,0,
Flying Birds/40742589450_98c3ddf6fc_z.jpg,Flying Birds,0,0,,0,
Flying Birds/ANd9GcR5AsriO3YA7zj5HjcSbzTLxuBA4eD0ylR1HA.jpg,Flying Birds,0,0,,0,
Flying Birds/kPahXVsjkdXJjwrPLseOKgHaEK.jpg,Flying Birds,0,0,,0,
Flying Birds/images177.jpg,Flying Birds,0,0,,0,
Flying Birds/image233.jpg,Flying Birds,0,0,,0,
Flying Birds/image450.jpg,Flying Birds,0,0,,0,
Flying Birds/a36af633011add0ae19268516ad9c71b--bird-flying-pretty-birds.jpg,Flying Birds,0,0,,0,
Flying Birds/flock-birds-flying-blue-sky-during-daytime_206273-241.jpg,Flying Birds,0,0,,0,
Flying Birds/47607977042_819107dd36_w.jpg,Flying Birds,0,0,,0,
Flying Birds/crow-flying-tree-cloud-background-99478454.jpg,Flying Birds,0,0,,0,
Flying Birds/photo-1483886645988-400dcdd3fb92.jpg,Flying Birds,0,0,,0,
Flying Birds/bcMzM1ILmVxGfjH47drMhwHaE8.jpg,Flying Birds,0,0,,0,
Flying Birds/SS22370634.jpg,Flying Birds,0,0,,0,
Flying Birds/Murres_Guillemot_Thinkstock-3.jpg,Flying Birds,0,0,,0,
Flying Birds/fb_img_0260.jpg,Flying Birds,0,0,,0,
Flying Birds/white-dove-flying-901942.jpg,Flying Birds,0,0,,0,
Flying Birds/images5555555555555555.jpg,Flying Birds,0,0,,0,
Flying Birds/hummingbird-2139278__480.jpg,Flying Birds,0,0,,0,
Flying Birds/c9d238eb3b72bbd51666264d76eec995.jpg,Flying Birds,0,0,,0,
Flying Birds/pexels-photo-4458510.jpeg,Flying Birds,0,0,,0,
Flying Birds/45764502894_2fa4bf32bc_n.jpg,Flying Birds,0,0,,0,
Flying Birds/images (99).jpg,Flying Birds,0,0,,0,
Flying Birds/the-pigeon-in-flight-on-a-background-of-the-blue-sky-mq-naufal.jpg,Flying Birds,0,0,,0,
Flying Birds/images9.jpg,Flying Birds,0,0,,0,
Flying Birds/THRhZ2JoWg77uhxSLiz4kgHaEo.jpg,Flying Birds,0,1,Flying Birds/MyceFNHcDYU3ggeeZUyvtQHaEo.jpg,0,
Flying Birds/10678770234_38e67bbd24_w.jpg,Flying Birds,0,0,,0,
Flying Birds/ANd9GcTaHYl4vRkTsXmgL_PXqN0v0LLod1wqS9P8Dw.jpg,Flying Birds,0,0,,0,
Flying Birds/000183.jpg,Flying Birds,0,0,,0,
Flying Birds/pexels-photo-416179.jpeg,Flying Birds,0,0,,0,
Flying Birds/11613490694_125096b9af_n.jpg,Flying Birds,0,0,,0,
Flying Birds/Copy of 4a47f952853524ddeeb07649f8c5443c0.jpg,Flying Birds,0,0,,0,
Flying Birds/ANd9GcSGon0FpnqGrSC5QwV2aRFmnFo9mTHBItS8Pw.jpg,Flying Birds,0,0,,0,
Flying Birds/45193156541_6766e523fa_w.jpg,Flying Birds,0,0,,0,
Flying Birds/fb_img_0316.jpg,Flying Birds,0,0,,0,
Flying Birds/swallow-birds-flying-sky-sunrise-greeting-new-day-concept-hope-freedom-common-house-martin-sun-shining-151553301.jpg,Flying Birds,0,0,,0,
Flying Birds/flight-bird-flying-air-60249.jpg,Flying Birds,0,0,,0,
Flying Birds/161.jpeg,Flying Birds,0,0,,0,
Flying Birds/photo-1593394520257-4917cee16256.jpg,Flying Birds,0,1,Flying Birds/Copy of 6GRPTGeQOco.jpg,0,
Flying Birds/ANd9GcRuNdMnKX4W1xsEVZPBi8y_Ww-QZsx3IwFeDw.jpg,Flying Birds,0,0,,0,
Flying Birds/240_F_227779878_LpXf8uDsqWI5l7nape84WZJaIXUl4TkG.jpg,Flying Birds,0,0,,0,
Flying Birds/38515513701_b6a0073792_n.jpg,Flying Birds,0,0,,0,
Flying Birds/20444173138_da6b4eb654_n.jpg,Flying Birds,0,0,,0,
Flying Birds/images338.jpg,Flying Birds,0,0,,0,
Flying Birds/animal-avian-bird-bright-459198.jpg,Flying Birds,0,0,,0,
Flying Birds/57m0S83zIUsFGcqSSSQ4hwHaF7.jpg,Flying Birds,0,0,,0,
Flying Birds/ANd9GcTTlZvUvb1giGqRPkHq68pZc0PBj9c30UFLag.jpg,Flying Birds,0,0,,0,
Flying Birds/S8_A8Ed_PSWH4qrcdcQ9EwHaE7.jpg,Flying Birds,0,0,,0,
Flying Birds/markus-tallroth_500.jpg,Flying Birds,0,0,,0,
Flying Birds/bald_eagle_flying_11-20-13.jpg,Flying Birds,0,0,,0,
Flying Birds/BH16gBtFbM7tIHn54OJGVgHaEx.jpg,Flying Birds,0,0,,0,
Flying Birds/7 (1).jpg,Flying Birds,0,0,,0,
Flying Birds/ANd9GcSsQ6AKKZql5nYn7roa37A1PXU8A5mVrbLwKw.jpg,Flying Birds,0,0,,0,
Flying Birds/fb_img_0350.jpg,Flying Birds,0,0,,0,
Flying Birds/pexels-photo-97487.jpeg,Flying Birds,0,0,,0,
Flying Birds/33257051066_dcb0e0febe_n.jpg,Flying Birds,0,0,,0,
Flying Birds/DUMjHglzFYza7hQxnC3w_gHaE8.jpg,Flying Birds,0,0,,0,
Flying Birds/four-birds-flying-blue-sky-white-clouds-birds-flying-sky-104313564.jpg,Flying Birds,0,0,,0,
Flying Birds/flying-birds-blue-sky-white-background-160938948.jpg,Flying Birds,0,0,,0,
Flying Birds/40-Fantastic-Pictures-of-Flying-Birds-2.jpg,Flying Birds,0,1,Flying Birds/Copy of 40-Fantastic-Pictures-of-Flying-Birds-2.jpg,0,
Flying Birds/images - 2020-07-20T105738.589.jpg,Flying Birds,0,0,,0,
Flying Birds/EagleImage_176.jpg,Flying Birds,0,0,,0,
Flying Birds/16218675392_84864feba4_n.jpg,Flying Birds,0,0,,0,
Flying Birds/pigeon-birds-flying-sky-nearly-nature-lake-pigeon-birds-flying-sky-nearly-nature-lake-thailand-public-park-111633091.jpg,Flying Birds,0,0,,0,
Flying Birds/pexels-photo-10988880.jpeg,Flying Birds,0,0,,0,
Flying Birds/ANd9GcS7ifPsJTlDlzTj7jhsF6u7xAJjBoT6LQBHnQ.jpg,Flying Birds,0,0,,0,
Flying Birds/pexels-photo-568052.jpeg,Flying Birds,0,0,,0,
Flying Birds/rrb1C_IXQ8gxiXHlYXzABQHaFz.jpg,Flying Birds,0,0,,0,
Flying Birds/images25.jpeg,Flying Birds,0,1,Flying Birds/null (25).jpeg,0,
Flying Birds/O7-p_YolBjM.jpg,Flying Birds,0,0,,0,
Flying Birds/null (20).jpeg,Flying Birds,0,0,,0,
Flying Birds/VpFJmIpB_94.jpg,Flying Birds,0,0,,0,
Flying Birds/14556414045_6463f760a7_n.jpg,Flying Birds,0,0,,0,
Flying Birds/Chocard_à_bec_jaune_(Pyrrhocorax_graculus)_-_les_Arcs_2018_4.jpg,Flying Birds,0,0,,0,
Flying Birds/migratory-birds-flying-shape-v-cloudy-sunset-sky-migratory-birds-flying-shape-v-cloudy-sunset-130395155.jpg,Flying Birds,0,0,,0,
Flying Birds/image629.jpg,Flying Birds,0,0,,0,
Flying Birds/fb_img_0425.jpg,Flying Birds,0,0,,0,
Flying Birds/image8.jpeg,Flying Birds,0,0,,0,
Flying Birds/000048.jpg,Flying Birds,0,0,,0,
Flying Birds/pexels-photo-2036695.jpeg,Flying Birds,0,0,,0,
Flying Birds/40-Fantastic-Pictures-of-Flying-Birds-25.jpg,Flying Birds,0,0,,0,
Flying Birds/flock-birds-flying-all-over-blue-sky-crescent-moon-can-be-seen-high-quality-photo-187176314.jpg,Flying Birds,0,0,,0,
Flying Birds/hir-rustique-vol-jmp1.jpg,Flying Birds,0,0,,0,
Flying Birds/amazing-phenomenon-total-sun-eclipse-over-silhouette-birds-flying-paramotor-sea-sunset-sky-165886477.jpg,Flying Birds,0,0,,0,
Flying Birds/3d2a6894-edit-edit.jpg,Flying Birds,0,0,,0,
Flying Birds/pexels-photo-17216750.jpeg,Flying Birds,0,0,,0,
Flying Birds/jmh_3.jpg,Flying Birds,0,0,,0,
Flying Birds/4447427228_cebb065a5d_m.jpg,Flying Birds,0,0,,0,
Flying Birds/EagleImage_17.jpg,Flying Birds,0,0,,0,
Flying Birds/Copy of 1-wood-duck-flight-art-cole.jpg,Flying Birds,0,0,,0,
Flying Birds/Flying Bird Wallpaper 2014 07.jpg,Flying Birds,0,0,,0,
Flying Birds/119.jpeg,Flying Birds,0,0,,0,
Flying Birds/20200521-IMG_9508.jpg,Flying Birds,0,0,,0,
Flying Birds/images (84).jpg,Flying Birds,0,0,,0,
Flying Birds/19e185c16978358d378a8027267bd870--animal-totems-red-tailed-hawk.jpg,Flying Birds,0,0,,0,
Flying Birds/images311.jpg,Flying Birds,0,0,,0,
Flying Birds/5354403383_b911be1719_n.jpg,Flying Birds,0,0,,0,
Flying Birds/ANd9GcSptDmhWhL9rF6mfsFFpB5bVOKITJhMsfu7bg.jpg,Flying Birds,0,0,,0,
Flying Birds/6Mk8fburYhgBM1DWPRExJAHaE6.jpg,Flying Birds,0,0,,0,
Flying Birds/2_pe_611.jpg,Flying Birds,0,0,,0,
Flying Birds/images721.jpg,Flying Birds,0,0,,0,
Flying Birds/28441043705_f943d9e69a_n.jpg,Flying Birds,0,0,,0,
Flying Birds/flock-birds-flying-sky-over-beach-189871714.jpg,Flying Birds,0,0,,0,
Flying Birds/joel-timothy-sx_aSDNkMho-unsplash.jpg,Flying Birds,0,0,,0,
Flying Birds/images271.jpg,Flying Birds,0,0,,0,
Flying Birds/256x256bb.jpg,Flying Birds,0,0,,0,
Flying Birds/rAYCsa4xWvPCdeeFm8YZXo.jpg,Flying Birds,0,0,,0,
Flying Birds/062d1aae92b6d4149f85c63c3ff24faf.jpg,Flying Birds,0,0,,0,
Flying Birds/Cacatua_leadbeateri_-flying-major-mitchell-cockatoo.jpg,Flying Birds,0,0,,0,
Flying Birds/113731945-seagull-at-bangpoo-thailand.jpg,Flying Birds,0,0,,0,
Flying Birds/25904f8978790b6c7362352a2540836d.jpg,Flying Birds,0,0,,0,
Flying Birds/EagleImage_8.jpg,Flying Birds,0,0,,0,
Flying Birds/pexels-photo-2660620.jpeg,Flying Birds,0,0,,0,
Flying Birds/Flying_Eagle_in_Sky_HD_Wallpaper.jpg,Flying Birds,0,0,,0,
Flying Birds/fb_img_0368.jpg,Flying Birds,0,0,,0,
Flying Birds/pexels-photo-272633.jpeg,Flying Birds,0,0,,0,
Flying Birds/98fbc0cbc954aa7c4f64da669efcc3d52c9c8abb.jpg,Flying Birds,0,0,,0,
Flying Birds/bawlhmyGYsl9ZUddVfe07wHaHn.jpg,Flying Birds,0,0,,0,
Flying Birds/ImXeSiueyPC03VtFPx_5zgHaEK.jpg,Flying Birds,0,0,,0,
Flying Birds/ANd9GcSBHamOVPqSaWUHOCfyQ0CwMCK8UzNOf-EW7A.jpg,Flying Birds,0,0,,0,
Flying Birds/gaegCmULcIKOXkStYyhdogHaF7.jpg,Flying Birds,0,0,,0,
Flying Birds/672126bf-1b15-4c9a-8622-5a755514070ehires-1.jpg,Flying Birds,0,0,,0,
Flying Birds/image716.jpg,Flying Birds,0,0,,0,
Flying Birds/follow-leader-flock-two-red-crested-pochard-birds-flying-together-as-group-blue-sky-mangalavanam-bird-sanctuary-155582006.jpg,Flying Birds,0,0,,0,
Flying Birds/null (6).jpeg,Flying Birds,0,0,,0,
Flying Birds/pexels-photo-110320.jpeg,Flying Birds,0,0,,0,
Flying Birds/images535.jpg,Flying Birds,0,0,,0,
Flying Birds/21607316.jpg,Flying Birds,0,0,,0,
Flying Birds/pexels-photo-770932.jpeg,Flying Birds,0,0,,0,
Flying Birds/fb_img_0334.jpg,Flying Birds,0,0,,0,
Flying Birds/image160.jpg,Flying Birds,0,0,,0,
Flying Birds/3088801468_bff1ab3ebe_n.jpg,Flying Birds,0,0,,0,
Flying Birds/hummingbird-desktop.jpg,Flying Birds,0,0,,0,
Flying Birds/fb_img_0432.jpg,Flying Birds,0,0,,0,
Flying Birds/c7k060kCT3I4_FF0A9YdHgHaET.jpg,Flying Birds,0,0,,0,
Flying Birds/6059016400_87104ecf73_n.jpg,Flying Birds,0,0,,0,
Flying Birds/images556.jpg,Flying Birds,0,0,,0,
Flying Birds/2104566008_dda909c4ec_m.jpg,Flying Birds,0,0,,0,
Flying Birds/7de714d2115a64e7c1d902a45aab4c1f.jpg,Flying Birds,0,0,,0,
Flying Birds/NVFOjGnbGx-9UwI0d2EwPwHaFj.jpg,Flying Birds,0,0,,0,
Flying Birds/42822639154_52a4a4e858_n.jpg,Flying Birds,0,0,,0,
Flying Birds/8433339639_d1315364ca_k-700x536.jpg,Flying Birds,0,0,,0,
Flying Birds/stunning-shot-flock-birds-flying-migrating-bright-blue-sky-176200242.jpg,Flying Birds,0,0,,0,
Flying Birds/pexels-photo-6722500.jpeg,Flying Birds,0,0,,0,
Flying Birds/EagleImage_53.jpg,Flying Birds,0,0,,0,
Flying Birds/hd-eagles-birds-pictures.jpg,Flying Birds,0,0,,0,
Flying Birds/images249 (1).jpg,Flying Birds,0,0,,0,
Flying Birds/e5ac97445dcca732978b6d3c5ed8fddf.jpg,Flying Birds,0,0,,0,
Flying Birds/15884865022_86ac97a0d9_n.jpg,Flying Birds,0,0,,0,
Flying Birds/sky-3719828__480.jpg,Flying Birds,0,0,,0,
Flying Birds/birds-flying-shape-v-cloudy-sunset-sky-bottom-view-birds-flying-shape-v-cloudy-sunset-sky-118236785.jpg,Flying Birds,0,0,,0,
Flying Birds/images588.jpg,Flying Birds,0,0,,0,
Flying Birds/images236 (1).jpg,Flying Birds,0,0,,0,
Flying Birds/image167.jpg,Flying Birds,0,0,,0,
Flying Birds/ANd9GcTkZeLmgmctAiZTETuuLB9FLQzRoj2PbJSHmA.jpg,Flying Birds,0,0,,0,
Flying Birds/105.png,Flying Birds,0,0,,0,
Flying Birds/vulture-landing-african-scavenger-bird-flying-in-close-up-with-wings-spread-ruppells-griffon-pictures_csp49264087.jpg,Flying Birds,0,0,,0,
Flying Birds/74zEaB_0HXM.jpg,Flying Birds,0,0,,0,
Flying Birds/45633617204_f8a5fc0df2_n28.jpg,Flying Birds,0,0,,0,
Flying Birds/EagleImage_130.jpg,Flying Birds,0,0,,0,
Flying Birds/2o8K4TvRCcjW4eKzpWV9WgHaLG.jpg,Flying Birds,0,0,,0,
Flying Birds/ANd9GcTfXi_OBaeuNwJpK9ACvAbvynx8e-XcfxC_0w.jpg,Flying Birds,0,0,,0,
Flying Birds/il_340x270-568631967_ilqd.jpg,Flying Birds,0,0,,0,
Flying Birds/44109112861_4bdf9d47f3_n.jpg,Flying Birds,0,0,,0,
Flying Birds/45633617204_f8a5fc0df2_n25.jpg,Flying Birds,0,0,,0,
Flying Birds/flock-birds-ravens-flying-snowy-sky-186180666.jpg,Flying Birds,0,0,,0,
Flying Birds/pexels-photo-2679504.jpeg,Flying Birds,0,0,,0,
Flying Birds/photo-1591160990067-64581e141684.jpeg,Flying Birds,0,0,,0,
Flying Birds/EagleImage_154.jpg,Flying Birds,0,0,,0,
Flying Birds/images336.jpg,Flying Birds,0,0,,0,
Flying Birds/15039580-bald-eagle-flying-above-the-clouds-.jpg,Flying Birds,0,0,,0,
Flying Birds/VBhTkTAZqTXgVAJtAhXXTgHaFZ.jpg,Flying Birds,0,0,,0,
Flying Birds/58.jpeg,Flying Birds,0,0,,0,
Flying Birds/3863966832_9d47ded231_n.jpg,Flying Birds,0,0,,0,
Flying Birds/bird-3583672__340.jpg,Flying Birds,0,0,,0,
Flying Birds/images212.jpg,Flying Birds,0,0,,0,
Flying Birds/air-animal-avian-background-342075.jpg,Flying Birds,0,0,,0,
Flying Birds/depositphotos_166607618-stock-photo-albatross-in-fly-with-sea.jpg,Flying Birds,0,0,,0,
Flying Birds/Bar-Tailed-Godwit.jpg,Flying Birds,0,0,,0,
Flying Birds/thumb_20174_default_900.jpeg,Flying Birds,0,0,,0,
Flying Birds/16995637139_f0309b5a6b_b.jpg,Flying Birds,0,0,,0,
Flying Birds/16548933783_c383ac14e7_n.jpg,Flying Birds,0,0,,0,
Flying Birds/mulhouse-france-february-panorama-silhouette-suspended-bridge-under-channel-reflection-birds-flying-172692013.jpg,Flying Birds,0,0,,0,
Flying Birds/image466.jpg,Flying Birds,0,0,,0,
Flying Birds/hummingbird-flying-over-yellow-background-archilochus-colubris-flight-tropical-flower-57004579.jpg,Flying Birds,0,0,,0,
Flying Birds/image14.jpg,Flying Birds,0,0,,0,
Flying Birds/flock-birds-flying-classic-blue-sky-abstract-background-space-text-flock-birds-flying-classic-blue-sky-187803808.jpg,Flying Birds,0,0,,0,
Flying Birds/greyscale-shot-flock-birds-flying-cloudy-sky-169948035.jpg,Flying Birds,0,0,,0,
Flying Birds/images359.jpg,Flying Birds,0,0,,0,
Flying Birds/image265.jpg,Flying Birds,0,0,,0,
Flying Birds/46381343024_b50f474b8f_n.jpg,Flying Birds,0,0,,0,
Flying Birds/avdL8hV1SyTuSAeohnKS9wHaE8.jpg,Flying Birds,0,0,,0,
Flying Birds/187631829_d335550797_b.jpg,Flying Birds,0,0,,0,
Flying Birds/flocks-birds-flying-sky-thailand-flocks-birds-flying-sky-125973723.jpg,Flying Birds,0,0,,0,
Flying Birds/f9900b3501f4f4efa271260f69bdbb15--raven-flying-raven-tattoo.jpg,Flying Birds,0,0,,0,
Flying Birds/36675163475_023c5a20f1_w.jpg,Flying Birds,0,0,,0,
Flying Birds/39510593340_4ab589f74e_w.jpg,Flying Birds,0,0,,0,
Flying Birds/47735528871_9a935fe04a_n.jpg,Flying Birds,0,0,,0,
Flying Birds/16757911298_67eed6a145_n.jpg,Flying Birds,0,0,,0,
Flying Birds/rainbow-4763453_960_720.jpg,Flying Birds,0,0,,0,
Flying Birds/soaring.jpg,Flying Birds,0,1,Flying Birds/thumb_20174_default_900.jpeg,0,
Flying Birds/ruddy-shelduck-tadorna-ferruginea-member-260nw-1765015529.jpg,Flying Birds,0,0,,0,
Flying Birds/13556767625_63fc425f21_n.jpg,Flying Birds,0,0,,0,
Flying Birds/bird-adhesive-window-pane-black-wallpaper-thumb.jpg,Flying Birds,0,0,,0,
Flying Birds/101.jpeg,Flying Birds,0,0,,0,
Flying Birds/bee-hummingbird-mellisuga-helenae-adult-male-in-flight-1546625179.jpg,Flying Birds,0,0,,0,
Flying Birds/image287.jpg,Flying Birds,0,0,,0,
Flying Birds/33528968394_5b147965e1_n.jpg,Flying Birds,0,0,,0,
Flying Birds/image555.jpg,Flying Birds,0,0,,0,
Flying Birds/40-Fantastic-Pictures-of-Flying-Birds-34.jpg,Flying Birds,0,0,,0,
Flying Birds/images - 2020-07-20T105738.108.jpg,Flying Birds,0,0,,0,
Flying Birds/Turkey-Vulture-9-10-09.jpg,Flying Birds,0,0,,0,
Flying Birds/pexels-photo-2566791.jpg,Flying Birds,0,0,,0,
Flying Birds/photo-1579457201881-3d6f62668f66.jpg,Flying Birds,0,0,,0,
Flying Birds/24563513007_1323a7993d_n.jpg,Flying Birds,0,0,,0,
Flying Birds/32619116288_5834b6b3e8_w.jpg,Flying Birds,0,0,,0,
Flying Birds/common_loon_flight_ai_md_20111022_01.jpg,Flying Birds,0,0,,0,
Flying Birds/birds-against-light-tree-clouds-west-wallpaper-thumb.jpg,Flying Birds,0,0,,0,
Flying Birds/000042.jpg,Flying Birds,0,0,,0,
Flying Birds/132553815-african-fish-eagle-haliaeetus-vocifer-single-bird-in-flight-kenya-september-2019.jpg,Flying Birds,0,0,,0,
Flying Birds/3781227587_c745f7c5c4_n.jpg,Flying Birds,0,0,,0,
Flying Birds/188.jpeg,Flying Birds,0,0,,0,
Flying Birds/34466863783_29e7b3def1_n.jpg,Flying Birds,0,0,,0,
Flying Birds/birds_10.jpg,Flying Birds,0,0,,0,
Flying Birds/50.jpeg,Flying Birds,0,0,,0,
Flying Birds/vector-albatross-bird-flying.jpg,Flying Birds,0,0,,0,
Flying Birds/images719.jpg,Flying Birds,0,0,,0,
Flying Birds/ytAhbFNbbFOa5wxv7zdnEAHaEo.jpg,Flying Birds,0,1,Flying Birds/hFh0IwzTXIs_hsIacHkMQAHaEo.jpg,0,
Flying Birds/pexels-photo-2586229.jpeg,Flying Birds,0,0,,0,
Flying Birds/16748729822_7562387a70_n.jpg,Flying Birds,0,0,,0,
Flying Birds/4694615354_5f6fc4444b_n.jpg,Flying Birds,0,0,,0,
Flying Birds/11199645986_13aef1d19c_n.jpg,Flying Birds,0,0,,0,
Flying Birds/ANd9GcQXTYDgf5E9d9aDknyA7UIayw2fMaz1zN04NA.jpg,Flying Birds,0,0,,0,
Flying Birds/hong-kong-birds-of-prey-black-kites.jpg,Flying Birds,0,0,,0,
Flying Birds/EagleImage_93.jpg,Flying Birds,0,0,,0,
Flying Birds/39892507385_9766c359a3_n.jpg,Flying Birds,0,0,,0,
Flying Birds/6022997976_21e68f3d83_n.jpg,Flying Birds,0,0,,0,
Flying Birds/cLRTDDgrf2aGbthu18v9zAHaE8.jpg,Flying Birds,0,0,,0,
Flying Birds/f60186b01da846a136e64e01f6f39826.jpg,Flying Birds,0,0,,0,
Flying Birds/M2kKD7R_5Pc.jpg,Flying Birds,0,0,,0,
Flying Birds/things-that-can-kill-you-in-iceland-11.jpg,Flying Birds,0,0,,0,
Flying Birds/DSC0798.jpg,Flying Birds,0,0,,0,
Flying Birds/Copy of 40-Fantastic-Pictures-of-Flying-Birds-Feature-Image-830x450.jpeg,Flying Birds,0,1,Flying Birds/40-Fantastic-Pictures-of-Flying-Birds-Feature-Image-830x450.jpeg,0,
Flying Birds/11339465815_a652cca2b8_m.jpg,Flying Birds,0,0,,0,
Flying Birds/vertical-tall-flock-birds-flying-against-hazy-blue-sky-clouds-soaring-have-brown-bodies-black-wings-small-heads-153844237.jpg,Flying Birds,0,0,,0,
Flying Birds/3258660327_03bdc1a747_z.jpg,Flying Birds,0,0,,0,
Flying Birds/AqMyTOpenaY.jpg,Flying Birds,0,0,,0,
Flying Birds/fb_img_0321.jpg,Flying Birds,0,0,,0,
Flying Birds/pexels-photo-10583360.jpeg,Flying Birds,0,0,,0,
Flying Birds/tSx0zG6ekleY_06Klq6yqgHaFT.jpg,Flying Birds,0,0,,0,
Flying Birds/09e35399353066a0b7141503c8318fcf--raven-bird-raven-feather.jpg,Flying Birds,0,0,,0,
Flying Birds/images97.jpg,Flying Birds,0,0,,0,
Flying Birds/__opt__aboutcom__coeus__resources__content_migration__treehugger__images__2016__08__24214407865_15ab9f1ae7_z-c034cb882789498f938f9b48d4c2cf31.jpg,Flying Birds,0,0,,0,
Flying Birds/45633617204_f8a5fc0df2_n14.jpg,Flying Birds,0,0,,0,
Flying Birds/Flying Birds Wallpapers-3.jpg,Flying Birds,0,0,,0,
Flying Birds/cl7dtyGkY93fDuMO1jGVUQHaGC.jpg,Flying Birds,0,0,,0,
Flying Birds/20190629-191143-or-column1739-01.jpg,Flying Birds,0,0,,0,
Flying Birds/UO9QYYhUtHBM5pQm7dH9SwHaJ3(1).jpg,Flying Birds,0,1,Flying Birds/UO9QYYhUtHBM5pQm7dH9SwHaJ3 (1).jpg,0,
